nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
PARC EOLIEN DE MENIL-SAULVAUX,17W000000057888Y,55472,48.68979735,5.460443453,Saulvaux,55,Meuse,44,Grand-Est,2006-12-18 00:00,Eolien,10500,7
PARC EOLIEN DE LIHUS,17W000000053091N,60365,49.60462931,2.039255212,Lihus,60,Oise,32,Hauts-de-France,2006-12-18 00:00,Eolien,11500,5
PARC EOLIEN COL DE LA FAGEOLE 1 SCS,17W000000431586R,15055,45.08754928,3.108177427,Coren,15,Cantal,84,Auvergne-Rh??ne-Alpes,2006-12-18 00:00,Eolien,12000,4
PARC EOLIEN DE PLESTAN 2,17W000000061326Q,22193,48.4145561,-2.440848921,Plestan,22,C??tes-d'Armor,53,Bretagne,2006-12-15 00:00,Eolien,6900,3
PARC EOLIEN DE PLESTAN 1,17W000000162916U,22193,48.4145561,-2.440848921,Plestan,22,C??tes-d'Armor,53,Bretagne,2006-12-15 00:00,Eolien,6900,3
PARC TUCHANAIS,17W000000424952J,11401,42.90631609,2.728093184,Tuchan,11,Aude,76,Occitanie,2006-12-15 00:00,Eolien,9000,15
PELEIA 3,17W000000057089R,28367,48.14869,1.879573398,Santilly,28,Eure-et-Loir,24,Centre-Val de Loire,2006-12-15 00:00,Eolien,10000,4
PELEIA 4,17W000000423512F,28199,48.20081452,1.890392394,Janville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-12-15 00:00,Eolien,10000,4
PARC EOLIEN DE BLANCFOSSE,17W000000040747J,28199,48.20081452,1.890392394,Janville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-12-15 00:00,Eolien,10000,4
CENTRALE EOLIENNE DES SABLONS,17W0000000455545,14025,48.91457723,-0.215543424,Aubigny,14,Calvados,28,Normandie,2006-12-13 00:00,Eolien,10000,5
ENR GIE SOUDAN,17W000000052376C,44199,47.72557059,-1.290523934,Soudan,44,Loire-Atlantique,52,Pays de la Loire,2006-11-30 00:00,Eolien,6900,3
PARC EOLIEN SAINT AUBIN 2,17W0000004227431,55454,48.71549347,5.447813032,Saint-Aubin-sur-Aire,55,Meuse,44,Grand-Est,2006-11-30 00:00,Eolien,11500,5
PARC EOLIEN SAINT AUBIN 1,17W0000000516684,55454,48.71549347,5.447813032,Saint-Aubin-sur-Aire,55,Meuse,44,Grand-Est,2006-11-28 00:00,Eolien,11700,5
LE GOLLOT EDP RENEWABLES,17W000000162843V,22249,48.47400639,-3.284933938,Pont-Melvez,22,C??tes-d'Armor,53,Bretagne,2006-11-23 00:00,Eolien,10400,8
EOLIENNES DES 4 VENTS,17W000000049932G,51589,48.86579197,4.7048429,Vanault-le-Ch??tel,51,Marne,44,Grand-Est,2006-11-15 00:00,Eolien,8500,10
EOLIENNES DES 4 CHEMINS,17W000000042617M,51179,48.90390082,4.623029165,Coup??ville,51,Marne,44,Grand-Est,2006-11-15 00:00,Eolien,9000,6
SARL AVEL IF,17W000000047758G,35133,48.11373427,-2.024117461,Iffendic,35,Ille-et-Vilaine,53,Bretagne,2006-11-07 00:00,Eolien,2500,1
HAUT CABARDES 1,17W000000047998X,11056,43.37645386,2.471867857,Cabrespine,11,Aude,76,Occitanie,2006-11-05 00:00,Eolien,10400,8
EOLIENNE CARRE SENART,17W000000102698D,77251,48.62599102,2.549947327,Lieusaint,77,Seine-et-Marne,11,Ile-de-France,2006-10-24 00:00,Eolien,132,1
ENR GIE ERBRAY,17W0000000475511,44054,47.66909291,-1.321858814,Erbray,44,Loire-Atlantique,52,Pays de la Loire,2006-10-20 00:00,Eolien,11500,5
KERANFOULER EDP RENEWABLES,17W000000060566B,22249,48.47400639,-3.284933938,Pont-Melvez,22,C??tes-d'Armor,53,Bretagne,2006-10-15 00:00,Eolien,9100,7
Confidentiel,17W000000164740V,48127,44.62383532,3.488650495,Rieutort-de-Randon,48,Loz??re,76,Occitanie,2006-10-10 00:00,Eolien,2000,1
Confidentiel,17W000000151883U,28415,48.67106442,1.457363235,Villemeux-sur-Eure,28,Eure-et-Loir,24,Centre-Val de Loire,2006-10-10 00:00,Eolien,12000,6
PARC EOLIEN DE LOU PAOU,17W000000413933Y,48042,44.57075321,3.492805984,Chastel-Nouvel,48,Loz??re,76,Occitanie,2006-10-10 00:00,Eolien,12000,6
PARC DE VAUVILLERS,17W0000000552575,80781,49.84301275,2.705857687,Vauvillers,80,Somme,32,Hauts-de-France,2006-10-07 00:00,Eolien,12000,6
PARC EOLIEN CANTON D'ORGERES-EN-BEAUCE,17W0000000514975,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-09-20 00:00,Eolien,12000,6
PARC EOLIEN DE HETOMESNIL,17W0000000497772,60314,49.6318309,2.04103131,H??tomesnil,60,Oise,32,Hauts-de-France,2006-09-18 00:00,Eolien,11500,5
PARC EOLIEN DE BRETEUIL,17W000000044722F,60104,49.63404253,2.291834035,Breteuil,60,Oise,32,Hauts-de-France,2006-09-18 00:00,Eolien,11500,5
PARC EOLIEN DE NOYERS ST MARTIN,17W000000413957K,60634,49.54379852,2.309999778,Thieux,60,Oise,32,Hauts-de-France,2006-09-18 00:00,Eolien,11500,5
PARC EOLIEN DE GUILLONVILLE,17W0000004286733,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-09-13 00:00,Eolien,12000,6
FERME EOLIENNE DU PUITS DE VAUDRON,17W0000000405218,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-08-21 00:00,Eolien,12000,6
PARC EOLIEN DES MARDEAUX,17W0000000458331,41141,47.91859052,1.318672727,Moisy,41,Loir-et-Cher,24,Centre-Val de Loire,2006-07-27 00:00,Eolien,11500,5
PARC EOLIEN DE VIERTIVILLE,17W000000430757V,41017,47.90647805,1.465603196,Binas,41,Loir-et-Cher,24,Centre-Val de Loire,2006-07-27 00:00,Eolien,11500,5
FE DE MAISNIERES ET FRETTEMEULE,17W000000042604V,80500,50.01464704,1.609177065,Maisni??res,80,Somme,32,Hauts-de-France,2006-07-23 00:00,Eolien,12000,6
Agr??gation des installations de moins de 36KW,,,48.70723067,5.775656142,,,,44,Grand-Est,2006-07-20 00:00,Eolien,122.1,38
MSE  LE HAUT DE BANE,17W000000146366V,55446,48.82971055,5.272580561,Rumont,55,Meuse,44,Grand-Est,2006-07-18 00:00,Eolien,12000,6
CEPE HAUT LANGUEDOC LE MOUREL,17W000000052751C,34046,43.62550445,2.89047085,Cambon-et-Salvergues,34,H??rault,76,Occitanie,2006-07-13 00:00,Eolien,10272,8
PARC EOLIEN DE BEAUCAIRE,17W0000000458404,30032,43.77974295,4.593802969,Beaucaire,30,Gard,76,Occitanie,2006-07-06 00:00,Eolien,11500,5
PARC EOLIEN VOIE BLERIOT OUEST,17W000000056729M,28300,48.1748951,1.900405852,Poinville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-07-03 00:00,Eolien,11500,5
Confidentiel,17W000000163973D,35124,47.73443382,-1.72820099,Grand-Fougeray,35,Ille-et-Vilaine,53,Bretagne,2006-06-30 00:00,Eolien,2400,2
CEPE HAUT LANGUEDOC VALBONNE,17W000000060751G,34046,43.62550445,2.89047085,Cambon-et-Salvergues,34,H??rault,76,Occitanie,2006-06-30 00:00,Eolien,7704,6
LES GRANDES VALLEES,17W000000422579P,28317,48.44270441,1.756739301,Roinville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-06-30 00:00,Eolien,7972,4
CEPE HAUT LANGUEDOC AMAYSSES,17W000000040920V,34046,43.62550445,2.89047085,Cambon-et-Salvergues,34,H??rault,76,Occitanie,2006-06-30 00:00,Eolien,11700,9
PARC EOLIEN DU MONT HUET,17W000000050473O,62241,50.56394161,1.742950712,Cormont,62,Pas-de-Calais,32,Hauts-de-France,2006-06-27 00:00,Eolien,8996.4,6
FERME EOLIENNE DES EVITS ET JOSAPHAT,17W000000053497W,28215,48.3262103,1.795194693,Louville-la-Chenard,28,Eure-et-Loir,24,Centre-Val de Loire,2006-06-20 00:00,Eolien,12000,6
FERME EOLIENNE DE MAISNIERES ET TILLOY,17W000000415809P,80500,50.01464704,1.609177065,Maisni??res,80,Somme,32,Hauts-de-France,2006-06-19 00:00,Eolien,11998.08,6
FERME EOLIENNE LA REMISE DES BRUYERES,17W000000153583W,28215,48.3262103,1.795194693,Louville-la-Chenard,28,Eure-et-Loir,24,Centre-Val de Loire,2006-06-14 00:00,Eolien,12000,6
PARC EOLIEN ZI PAM,17W0000001508804,13039,43.45568121,4.904521339,Fos-sur-Mer,13,Bouches-du-Rh??ne,93,Provence-Alpes-C??te d'Azur,2006-06-13 00:00,Eolien,10000,4
FERME EOLIENNE DES CHAMPS CORNUS,17W000000049800X,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-06-09 00:00,Eolien,12000,6
PARC EOLIEN DU BOIS DE L'ARCHE,17W000000057627P,28032,48.30061092,1.653761809,Beauvilliers,28,Eure-et-Loir,24,Centre-Val de Loire,2006-06-03 00:00,Eolien,11500,5
FERME EOLIENNE LA REMISE RECLAINVILLE,17W000000052786U,28215,48.3262103,1.795194693,Louville-la-Chenard,28,Eure-et-Loir,24,Centre-Val de Loire,2006-05-23 00:00,Eolien,12000,6
PARC EOLIEN DES TROIS MUIDS,17W0000001502071,28382,48.08964528,1.729610425,Terminiers,28,Eure-et-Loir,24,Centre-Val de Loire,2006-05-16 00:00,Eolien,11500,5
Agr??gation des installations de moins de 36KW,,,45.53109587,4.583372661,,,,84,Auvergne-Rh??ne-Alpes,2006-05-05 00:00,Eolien,230.8,36
EOLIENNE DES QUATRES COMMUNES,17W000000055917Q,51574,48.8465791,4.421005099,Togny-aux-B??ufs,51,Marne,44,Grand-Est,2006-05-04 00:00,Eolien,12000,6
Confidentiel,17W0000004227261,56129,48.13100553,-2.453489982,M??n??ac,56,Morbihan,53,Bretagne,2006-04-21 00:00,Eolien,12000,6
HAUT DE MERGEY 1,17W000000163843Q,10082,48.43457466,4.042134403,Chapelle-Vallon,10,Aube,44,Grand-Est,2006-04-20 00:00,Eolien,12000,6
HAUT DE MERGEY 2,17W0000000497489,10082,48.43457466,4.042134403,Chapelle-Vallon,10,Aube,44,Grand-Est,2006-04-20 00:00,Eolien,12000,6
PARC EOLIEN DU CARREAU,17W0000004223916,28382,48.08964528,1.729610425,Terminiers,28,Eure-et-Loir,24,Centre-Val de Loire,2006-04-19 00:00,Eolien,9200,4
PARC EOLIEN DU SAINBOIS,17W000000149129U,45326,48.00485887,1.624420494,Tournoisis,45,Loiret,24,Centre-Val de Loire,2006-04-18 00:00,Eolien,11500,5
PARC EOLIEN DE GRANNEC 2.5MW,17W000000414053M,29025,48.14909807,-4.119284215,Cast,29,Finist??re,53,Bretagne,2006-04-15 00:00,Eolien,2500,1
PARC EOLIEN DE GRANNEC 7.5MW,17W000000041319Z,29025,48.14909807,-4.119284215,Cast,29,Finist??re,53,Bretagne,2006-04-15 00:00,Eolien,7500,3
PARC EOLIEN CAST ST GILDAS,17W000000043735B,29025,48.14909807,-4.119284215,Cast,29,Finist??re,53,Bretagne,2006-04-15 00:00,Eolien,10000,4
Confidentiel,17W0000000440145,56245,48.14494367,-3.172524461,Silfiac,56,Morbihan,53,Bretagne,2006-04-14 00:00,Eolien,3200,4
PARC EOLIEN MONTS BERGERONS 2,17W000000060641N,80262,50.06825424,1.888268771,Eaucourt-sur-Somme,80,Somme,32,Hauts-de-France,2006-04-14 00:00,Eolien,12000,6
AUPIAC,17W000000043979K,12044,43.81836032,2.885231527,Camar??s,12,Aveyron,76,Occitanie,2006-04-05 00:00,Eolien,500,2
PARC EOLIEN DU BOIS LOUIS,17W000000426788X,45326,48.00485887,1.624420494,Tournoisis,45,Loiret,24,Centre-Val de Loire,2006-03-30 00:00,Eolien,12000,5
Agr??gation des installations de moins de 36KW,,,43.9381672,6.038654438,,,,93,Provence-Alpes-C??te d'Azur,2006-03-23 00:00,Eolien,115.4,26
P.E. CHICHEBOVILLE - CONTEVILLE,17W000000042583D,14456,49.11271872,-0.165293839,Moult-Chicheboville,14,Calvados,28,Normandie,2006-03-10 00:00,Eolien,12000,8
PLUZUNET SAS,17W0000000436478,22245,48.63637732,-3.371211093,Pluzunet,22,C??tes-d'Armor,53,Bretagne,2006-03-04 00:00,Eolien,6000,3
PARC DE BONNEVAL SAS,17W000000053891S,28051,48.18121889,1.38533487,Bonneval,28,Eure-et-Loir,24,Centre-Val de Loire,2006-03-03 00:00,Eolien,12216,6
Agr??gation des installations de moins de 36KW,,,49.19605581,0.157837252,,,,28,Normandie,2006-02-24 00:00,Eolien,151.65,29
PARC EOLIEN DE KERLAN,17W000000059219U,22138,48.40414395,-3.290477531,Ma??l-Pestivien,22,C??tes-d'Armor,53,Bretagne,2006-02-10 00:00,Eolien,5600,7
LES PRES,17W000000052816A,28183,48.34308325,1.952812718,Gommerville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-02-03 00:00,Eolien,250,1
PARC EOLIEN DU BOIS BIGOT,17W000000043047W,28047,48.33204208,1.699871954,Boisville-la-Saint-P??re,28,Eure-et-Loir,24,Centre-Val de Loire,2006-02-03 00:00,Eolien,9200,4
SITE EOLIEN DES DIAGOTS,17W000000418339L,3268,46.13772429,3.221348773,Saulzet,3,Allier,84,Auvergne-Rh??ne-Alpes,2006-01-11 00:00,Eolien,1200,1
AERODIS,17W0000004235191,2374,49.91176068,3.276752354,Lehaucourt,2,Aisne,32,Hauts-de-France,2006-01-11 00:00,Eolien,10000,4
Confidentiel,17W0000004332642,11115,43.3915075,2.278521932,Cuxac-Cabard??s,11,Aude,76,Occitanie,2006-01-11 00:00,Eolien,11790,6
Confidentiel,17W0000004150587,7204,45.00529806,4.412856874,Saint-Agr??ve,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2006-01-09 00:00,Eolien,13800,6
PARC EOLIEN DES PENAGES,17W000000052326R,41141,47.91859052,1.318672727,Moisy,41,Loir-et-Cher,24,Centre-Val de Loire,2006-01-07 00:00,Eolien,11500,5
MSE  BEAU REGARD,17W000000054647Y,55446,48.82971055,5.272580561,Rumont,55,Meuse,44,Grand-Est,2006-01-07 00:00,Eolien,14000,7
PARC EOLIEN CANTON D'ORGERES-EN-BEAUCE,17W000000158804H,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2006-01-06 00:00,Eolien,12000,6
PARC EOLIEN DE L'ESPINASSIERE 2,17W0000000541875,85095,46.87894644,-1.755114386,Froidfond,85,Vend??e,52,Pays de la Loire,2006-01-02 00:00,Eolien,6000,3
PARC EOLIEN DE L'ESPINASSIERE 1,17W000000150382K,85096,46.89775413,-1.824430405,La Garnache,85,Vend??e,52,Pays de la Loire,2006-01-02 00:00,Eolien,12000,6
EOLIENNES DE FECAMP,17W000000051860C,76259,49.75232453,0.395297587,F??camp,76,Seine-Maritime,28,Normandie,2006-01-01 00:00,Eolien,4500,5
Confidentiel,17W000000042380R,34093,43.6690497,3.221016971,Dio-et-Valqui??res,34,H??rault,76,Occitanie,2006-01-01 00:00,Eolien,11690,7
PARC EOLIEN DE FITOU 2,17W000000049843F,11144,42.89593626,2.966719974,Fitou,11,Aude,76,Occitanie,2005-12-22 00:00,Eolien,10000,8
Confidentiel,17W000000060102G,12037,44.01793549,2.706239181,Broqui??s,12,Aveyron,76,Occitanie,2005-12-19 00:00,Eolien,1700,2
REF EOLIEN,17W000000059424T,29178,48.53801944,-4.66954529,Ploudalm??zeau,29,Finist??re,53,Bretagne,2005-12-09 00:00,Eolien,9100,7
PLEIN VENT FREYSSENET,17W0000001603599,14061,48.9311056,-0.829700488,Souleuvre en Bocage,14,Calvados,28,Normandie,2005-11-30 00:00,Eolien,6003.76,2
CEPE DES GRAVIERES,17W000000153400T,26284,44.44295082,4.787021728,Roussas,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2005-11-23 00:00,Eolien,10445,6
Confidentiel,17W000000045837U,56242,48.10236536,-3.151505817,S??glien,56,Morbihan,53,Bretagne,2005-11-18 00:00,Eolien,9000,6
PARC EOLIEN LEROME,17W000000157896S,56093,48.14728185,-2.927875543,Kergrist,56,Morbihan,53,Bretagne,2005-11-15 00:00,Eolien,4850,3
PARC EOLIEN LE RODUEL,17W0000001571522,56093,48.14728185,-2.927875543,Kergrist,56,Morbihan,53,Bretagne,2005-11-15 00:00,Eolien,6850,4
PARC EOLIEN ST MEREC,17W000000165312A,56093,48.14728185,-2.927875543,Kergrist,56,Morbihan,53,Bretagne,2005-11-15 00:00,Eolien,7998,4
PARC EOLIEN ASSIGNY,17W000000419365F,76618,49.96143653,1.21910748,Petit-Caux,76,Seine-Maritime,28,Normandie,2005-11-15 00:00,Eolien,12000,6
HAUT CABARDES 2,17W000000166387B,11297,43.41164016,2.438673988,Pradelles-Cabard??s,11,Aude,76,Occitanie,2005-10-28 00:00,Eolien,10400,8
LA FERME EOLIENNE DE MERCOEUR SAS,17W000000043456F,43133,45.18757925,3.303572553,Merc??ur,43,Haute-Loire,84,Auvergne-Rh??ne-Alpes,2005-10-21 00:00,Eolien,7500,5
LES MOULINS DE BESSADOUS SAS,17W000000057397G,43006,45.15028509,3.316717695,Ally,43,Haute-Loire,84,Auvergne-Rh??ne-Alpes,2005-10-21 00:00,Eolien,10500,7
LES MOULINS A VENT DU MONTEIL SAS,17W000000429696N,43006,45.15028509,3.316717695,Ally,43,Haute-Loire,84,Auvergne-Rh??ne-Alpes,2005-10-21 00:00,Eolien,10500,7
LES MOULINS DE VERSEILLES SAS,17W000000054329B,43006,45.15028509,3.316717695,Ally,43,Haute-Loire,84,Auvergne-Rh??ne-Alpes,2005-10-21 00:00,Eolien,10500,7
FIRST VALHUON SAS,17W0000000428637,62835,50.43428297,2.383368064,Valhuon,62,Pas-de-Calais,32,Hauts-de-France,2005-10-14 00:00,Eolien,1960,1
EOLIENNE DE TREBRY BON ABRIS,17W000000049533U,22345,48.34569195,-2.558533314,Tr??bry,22,C??tes-d'Armor,53,Bretagne,2005-10-10 00:00,Eolien,9000,6
LES MOULINS DE BEL AIR SAS,17W000000041249U,7018,44.68470578,4.026496063,Astet,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2005-09-23 00:00,Eolien,9000,6
FERME EOLIENNE DE MEAUTIS-AUVERS,17W000000047685H,50023,49.30004386,-1.323959392,Auvers,50,Manche,28,Normandie,2005-09-15 00:00,Eolien,8000,4
SNC DU PARC EOLIEN DE LA CONQUES,17W000000420641J,34016,43.57779088,3.617278789,Aumelas,34,H??rault,76,Occitanie,2005-08-30 00:00,Eolien,12000,6
SAS FERME EOLIENNE DE SAUCOURT,17W000000057543V,80597,50.09448169,1.588622911,Nibas,80,Somme,32,Hauts-de-France,2005-08-22 00:00,Eolien,12000,6
PARC EOLIEN DE BOUGAINVILLE,17W000000151848W,80119,49.86461987,2.046938884,Bougainville,80,Somme,32,Hauts-de-France,2005-08-18 00:00,Eolien,11999.99,6
PARC EOLIEN VOIE BLERIOT EST,17W0000000527562,28300,48.1748951,1.900405852,Poinville,28,Eure-et-Loir,24,Centre-Val de Loire,2005-08-18 00:00,Eolien,12000,5
SEEM PARC EOLIEN DE MOMERSTROFF,17W000000162819S,57471,49.15458735,6.532472035,Momerstroff,57,Moselle,44,Grand-Est,2005-08-11 00:00,Eolien,11500,5
VENTEOL SAS,17W0000000519381,10075,48.61428482,4.031070459,Champfleury,10,Aube,44,Grand-Est,2005-08-08 00:00,Eolien,12000,6
EOLIEN DE ST CLEMENT,17W0000000473624,7226,44.94999949,4.260186608,Saint-Cl??ment,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2005-07-19 00:00,Eolien,1200,2
SAS PLEIN VENT LONGUE EPINE-FECAMP,17W000000148634M,80251,50.00088176,1.764043317,Doudelainville,80,Somme,32,Hauts-de-France,2005-07-12 00:00,Eolien,9999,5
PARC EOLIEN LONGUE EPINE 1,17W000000422442F,80354,49.98241822,1.760359092,Fresnes-Tilloloy,80,Somme,32,Hauts-de-France,2005-07-12 00:00,Eolien,10000,5
Agr??gation des installations de moins de 36KW,,,43.60248398,1.89021122,,,,76,Occitanie,2005-07-10 00:00,Eolien,280.2,83
FLOG SARL,17W000000054060T,35294,47.69351169,-2.013210689,Sainte-Marie,35,Ille-et-Vilaine,53,Bretagne,2005-07-02 00:00,Eolien,1250,1
ERELIA 1,17W0000004196289,57229,48.64024098,6.867761099,Foulcrey,57,Moselle,44,Grand-Est,2005-06-30 00:00,Eolien,12000,6
ERELIA 1,17W000000420901J,54271,48.63234707,6.819830121,Igney,54,Meurthe-et-Moselle,44,Grand-Est,2005-06-30 00:00,Eolien,12000,6
ERELIA 1,17W000000054271G,54458,48.61285949,6.830003711,Repaix,54,Meurthe-et-Moselle,44,Grand-Est,2005-06-30 00:00,Eolien,12000,6
PARC EOLIEN DE ST AMAND SUR FION 2,17W0000000464293,51472,48.82721578,4.61145384,Saint-Amand-sur-Fion,51,Marne,44,Grand-Est,2005-06-16 00:00,Eolien,3400,4
SFE PARC EOLIEN COTES DE CHAMPAGNE SUD,17W0000004330836,51472,48.82721578,4.61145384,Saint-Amand-sur-Fion,51,Marne,44,Grand-Est,2005-06-16 00:00,Eolien,4250,5
SFE PARC EOLIEN DES COTES DE CHAMPAGNE,17W000000043440U,51039,48.83394683,4.692581485,Bassu,51,Marne,44,Grand-Est,2005-06-16 00:00,Eolien,11900,14
SNC EOLIENNE KERHERHAL 2,17W000000052253S,29109,48.53439907,-4.729360319,Landunvez,29,Finist??re,53,Bretagne,2005-06-15 00:00,Eolien,4000,2
C.E GUELTAS NOYAL-PONTIVY SAS,17W000000053185E,56072,48.09206466,-2.809873464,Gueltas,56,Morbihan,53,Bretagne,2005-06-15 00:00,Eolien,9000,6
EOLIENNE POUTAS,17W000000041969X,14543,49.20605874,-0.474725508,Rots,14,Calvados,28,Normandie,2005-05-23 00:00,Eolien,88,1
EOLIENNES DE PLOUGUIN SAS,17W0000001645899,29196,48.52926645,-4.591941138,Plouguin,29,Finist??re,53,Bretagne,2005-05-17 00:00,Eolien,8000,4
EOLIENNE DE VALHUON,17W000000051524S,62835,50.43428297,2.383368064,Valhuon,62,Pas-de-Calais,32,Hauts-de-France,2005-05-16 00:00,Eolien,1960,1
PARC EOLIEN ORESMAUX,17W0000000384184,80611,49.76653692,2.268915515,Oresmaux,80,Somme,32,Hauts-de-France,2005-05-16 00:00,Eolien,12000,6
PARC EOLIEN DES 4 BORNES,17W0000000551951,34016,43.57779088,3.617278789,Aumelas,34,H??rault,76,Occitanie,2005-05-09 00:00,Eolien,10000,5
PARC EOLIEN DE CAUREL ST MAYEUX,17W000000415646R,22033,48.21749292,-3.039121201,Caurel,22,C??tes-d'Armor,53,Bretagne,2005-04-15 00:00,Eolien,4245,5
PARC EOLIEN D'EPENSE,17W000000045888D,51214,48.97829681,4.773667263,Dommartin-Varimont,51,Marne,44,Grand-Est,2005-04-15 00:00,Eolien,4250,5
PARC EOLIEN DE L'ARGONNE,17W0000001517099,51404,48.94045965,4.804913391,Noirlieu,51,Marne,44,Grand-Est,2005-04-15 00:00,Eolien,11900,14
PARC EOLIEN DE PLOURIN,17W000000052067P,29208,48.50301364,-4.683836696,Plourin,29,Finist??re,53,Bretagne,2005-04-14 00:00,Eolien,3400,4
CEPE DES CLAVES,17W0000000561663,26284,44.44295082,4.787021728,Roussas,26,Dr??me,84,Auvergne-Rh??ne-Alpes,2005-04-11 00:00,Eolien,10445,6
Confidentiel,17W000000050376M,55322,48.63565256,5.443581539,Marson-sur-Barboure,55,Meuse,44,Grand-Est,2005-04-08 00:00,Eolien,16000,8
EOLIENNE DE CLITOURPS,17W000000051388A,50135,49.65122596,-1.371208091,Clitourps,50,Manche,28,Normandie,2005-02-21 00:00,Eolien,3300,5
PARC EOLIEN DE FREYSSENET (SIIF),17W000000044531M,7092,44.68861942,4.546951148,Freyssenet,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2005-02-12 00:00,Eolien,10000,5
FERME EOLIENNE DE TETERCHEN,17W000000160209S,57667,49.23011056,6.567496863,T??terchen,57,Moselle,44,Grand-Est,2005-01-13 00:00,Eolien,9000,6
ENGIE GREEN BREM,17W0000001472257,85243,46.6118567,-1.810039179,Brem-sur-Mer,85,Vend??e,52,Pays de la Loire,2005-01-12 00:00,Eolien,4250,5
M.S.E. LE HAUT DE LA VAUSSE,17W000000166455K,55421,48.62610333,5.470575265,Reffroy,55,Meuse,44,Grand-Est,2005-01-12 00:00,Eolien,16000,8
EOLIENNE DE LANFAINS,17W000000426910P,22099,48.36536214,-2.911784253,Lanfains,22,C??tes-d'Armor,53,Bretagne,2005-01-11 00:00,Eolien,7500,5
EOLIENNE DE KERCHOUAN,17W000000153994B,22074,48.34067042,-3.032024775,Le Haut-Corlay,22,C??tes-d'Armor,53,Bretagne,2005-01-11 00:00,Eolien,9000,6
EOLE CEVENNES SAS,17W000000055870Q,7232,44.64729961,3.973207312,Saint-??tienne-de-Lugdar??s,7,Ard??che,84,Auvergne-Rh??ne-Alpes,2005-01-10 00:00,Eolien,9000,6
PARC EOLIEN BOIS CLERGEONS,17W000000420241Z,28300,48.1748951,1.900405852,Poinville,28,Eure-et-Loir,24,Centre-Val de Loire,2005-01-09 00:00,Eolien,12000,5
EYSSEEG3 - ADP G3 DE LA FERME EOLIENNE DE EYSSELLE,17W100P100P0790R,13078,43.41481937,4.806796636,Port-Saint-Louis-du-Rh??ne,13,Bouches-du-Rh??ne,93,Provence-Alpes-C??te d'Azur,2005-01-04 00:00,Eolien,10200,12
EYSSEEA2 - ADP A2 DE LA FERME EOLIENNE DE EYSSELLE,17W100P100P05259,13078,43.41481937,4.806796636,Port-Saint-Louis-du-Rh??ne,13,Bouches-du-Rh??ne,93,Provence-Alpes-C??te d'Azur,2005-01-04 00:00,Eolien,10200,12
